Country Name,Region,Income Group,Year,CO2
"Venezuela, RB",Latin America & Caribbean,Upper middle income,2001,172587.355
British Virgin Islands,Latin America & Caribbean,High income,2001,106.343
Virgin Islands (U.S.),Latin America & Caribbean,High income,2001,
Vietnam,East Asia & Pacific,Lower middle income,2001,61139.891
Vanuatu,East Asia & Pacific,Lower middle income,2001,88.008
Samoa,East Asia & Pacific,Upper middle income,2001,146.68
Kosovo,Europe & Central Asia,Upper middle income,2001,
"Yemen, Rep.",Middle East & North Africa,Low income,2001,16208.14
South Africa,Sub-Saharan Africa,Upper middle income,2001,372042.819
Zambia,Sub-Saharan Africa,Lower middle income,2001,1906.84
Zimbabwe,Sub-Saharan Africa,Lower middle income,2001,12596.145
Aruba,Latin America & Caribbean,High income,2002,2438.555
Afghanistan,South Asia,Low income,2002,1070.764
Angola,Sub-Saharan Africa,Lower middle income,2002,12665.818
Albania,Europe & Central Asia,Upper middle income,2002,3751.341
Andorra,Europe & Central Asia,High income,2002,531.715
United Arab Emirates,Middle East & North Africa,High income,2002,84704.033
Argentina,Latin America & Caribbean,Upper middle income,2002,124714.67
Armenia,Europe & Central Asia,Upper middle income,2002,3043.61
American Samoa,East Asia & Pacific,Upper middle income,2002,
Antigua and Barbuda,Latin America & Caribbean,High income,2002,370.367
Australia,East Asia & Pacific,High income,2002,341353.696
Austria,Europe & Central Asia,High income,2002,67073.097
Azerbaijan,Europe & Central Asia,Upper middle income,2002,29614.692
Burundi,Sub-Saharan Africa,Low income,2002,212.686
Belgium,Europe & Central Asia,High income,2002,107311.088
Benin,Sub-Saharan Africa,Low income,2002,2079.189
Burkina Faso,Sub-Saharan Africa,Low income,2002,1004.758
Bangladesh,South Asia,Lower middle income,2002,33707.064
Bulgaria,Europe & Central Asia,Upper middle income,2002,44634.724
Bahrain,Middle East & North Africa,High income,2002,15698.427
"Bahamas, The",Latin America & Caribbean,High income,2002,1576.81
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2002,14301.3
Belarus,Europe & Central Asia,Upper middle income,2002,52405.097
Belize,Latin America & Caribbean,Upper middle income,2002,432.706
Bermuda,North America,High income,2002,557.384
Bolivia,Latin America & Caribbean,Lower middle income,2002,10395.945
Brazil,Latin America & Caribbean,Upper middle income,2002,332266.87
Barbados,Latin America & Caribbean,High income,2002,1228.445
Brunei Darussalam,East Asia & Pacific,High income,2002,4378.398
Bhutan,South Asia,Lower middle income,2002,418.038
Botswana,Sub-Saharan Africa,Upper middle income,2002,3978.695
Central African Republic,Sub-Saharan Africa,Low income,2002,245.689
Canada,North America,High income,2002,519335.208
Switzerland,Europe & Central Asia,High income,2002,40696.366
Channel Islands,Europe & Central Asia,High income,2002,
Chile,Latin America & Caribbean,High income,2002,55162.681
China,East Asia & Pacific,Upper middle income,2002,3850269.326
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2002,7286.329
Cameroon,Sub-Saharan Africa,Lower middle income,2002,3417.644
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2002,927.751
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2002,575.719
Colombia,Latin America & Caribbean,Upper middle income,2002,55661.393
Comoros,Sub-Saharan Africa,Lower middle income,2002,102.676
Cabo Verde,Sub-Saharan Africa,Lower middle income,2002,275.025
Costa Rica,Latin America & Caribbean,Upper middle income,2002,6325.575
Cuba,Latin America & Caribbean,Upper middle income,2002,26090.705
Curaçao,Latin America & Caribbean,High income,2002,
Cayman Islands,Latin America & Caribbean,High income,2002,487.711
Cyprus,Europe & Central Asia,High income,2002,7022.305
Czech Republic,Europe & Central Asia,High income,2002,119749.552
Germany,Europe & Central Asia,High income,2002,829724.756
Djibouti,Middle East & North Africa,Lower middle income,2002,399.703
Dominica,Latin America & Caribbean,Upper middle income,2002,102.676
Denmark,Europe & Central Asia,High income,2002,52049.398
Dominican Republic,Latin America & Caribbean,Upper middle income,2002,21330.939
Algeria,Middle East & North Africa,Upper middle income,2002,89907.506
Ecuador,Latin America & Caribbean,Upper middle income,2002,24950.268
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2002,127193.562
Eritrea,Sub-Saharan Africa,Low income,2002,605.055
Spain,Europe & Central Asia,High income,2002,314518.59
Estonia,Europe & Central Asia,High income,2002,14888.02
Ethiopia,Sub-Saharan Africa,Low income,2002,4521.411
Finland,Europe & Central Asia,High income,2002,61682.607
Fiji,East Asia & Pacific,Upper middle income,2002,891.081
France,Europe & Central Asia,High income,2002,375075.428
Faroe Islands,Europe & Central Asia,High income,2002,726.066
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2002,143.013
Gabon,Sub-Saharan Africa,Upper middle income,2002,4572.749
United Kingdom,Europe & Central Asia,High income,2002,528642.054
Georgia,Europe & Central Asia,Upper middle income,2002,3388.308
Ghana,Sub-Saharan Africa,Lower middle income,2002,7422.008
Gibraltar,Europe & Central Asia,High income,2002,348.365
Guinea,Sub-Saharan Africa,Low income,2002,1804.164
"Gambia, The",Sub-Saharan Africa,Low income,2002,289.693
Guinea-Bissau,Sub-Saharan Africa,Low income,2002,154.014
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2002,4979.786
Greece,Europe & Central Asia,High income,2002,93669.848
Grenada,Latin America & Caribbean,Upper middle income,2002,205.352
Greenland,Europe & Central Asia,High income,2002,539.049
Guatemala,Latin America & Caribbean,Upper middle income,2002,11096.342
Guam,East Asia & Pacific,High income,2002,
Guyana,Latin America & Caribbean,Upper middle income,2002,1580.477
"Hong Kong SAR, China",East Asia & Pacific,High income,2002,39636.603
Honduras,Latin America & Caribbean,Lower middle income,2002,6090.887
Croatia,Europe & Central Asia,High income,2002,21473.952
Haiti,Latin America & Caribbean,Low income,2002,1826.166
Hungary,Europe & Central Asia,High income,2002,56064.763
Indonesia,East Asia & Pacific,Lower middle income,2002,306737.216
Isle of Man,Europe & Central Asia,High income,2002,
India,South Asia,Lower middle income,2002,1054258.833
Ireland,Europe & Central Asia,High income,2002,43413.613
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2002,401760.187
Iraq,Middle East & North Africa,Upper middle income,2002,87259.932
Iceland,Europe & Central Asia,High income,2002,2170.864
Israel,Middle East & North Africa,High income,2002,59812.437
Italy,Europe & Central Asia,High income,2002,452610.476
Jamaica,Latin America & Caribbean,Upper middle income,2002,10241.931
Jordan,Middle East & North Africa,Upper middle income,2002,16886.535
Japan,East Asia & Pacific,High income,2002,1220047.57
Kazakhstan,Europe & Central Asia,Upper middle income,2002,133735.49
Kenya,Sub-Saharan Africa,Lower middle income,2002,7968.391
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2002,4957.784
Cambodia,East Asia & Pacific,Lower middle income,2002,2207.534
Kiribati,East Asia & Pacific,Lower middle income,2002,40.337
St. Kitts and Nevis,Latin America & Caribbean,High income,2002,198.018
"Korea, Rep.",East Asia & Pacific,High income,2002,465631.993
Kuwait,Middle East & North Africa,High income,2002,58228.293
Lao PDR,East Asia & Pacific,Lower middle income,2002,1151.438
Lebanon,Middle East & North Africa,Upper middle income,2002,16002.788
Liberia,Sub-Saharan Africa,Low income,2002,487.711
Libya,Middle East & North Africa,Upper middle income,2002,47832.348
St. Lucia,Latin America & Caribbean,Upper middle income,2002,326.363
Liechtenstein,Europe & Central Asia,High income,2002,
Sri Lanka,South Asia,Upper middle income,2002,11056.005
Lesotho,Sub-Saharan Africa,Lower middle income,2002,1906.84
Lithuania,Europe & Central Asia,High income,2002,13142.528
Luxembourg,Europe & Central Asia,High income,2002,9416.856
Latvia,Europe & Central Asia,High income,2002,6912.295
"Macao SAR, China",East Asia & Pacific,High income,2002,1518.138
St. Martin (French part),Latin America & Caribbean,High income,2002,
Morocco,Middle East & North Africa,Lower middle income,2002,38254.144
Monaco,Europe & Central Asia,High income,2002,
Moldova,Europe & Central Asia,Lower middle income,2002,3986.029
Madagascar,Sub-Saharan Africa,Low income,2002,1235.779
Maldives,South Asia,Upper middle income,2002,594.054
Mexico,Latin America & Caribbean,Upper middle income,2002,414389.335
Marshall Islands,East Asia & Pacific,Upper middle income,2002,84.341
North Macedonia,Europe & Central Asia,Upper middle income,2002,10934.994
Mali,Sub-Saharan Africa,Low income,2002,847.077
Malta,Middle East & North Africa,High income,2002,2299.209
Myanmar,East Asia & Pacific,Lower middle income,2002,9207.837
Montenegro,Europe & Central Asia,Upper middle income,2002,
Mongolia,East Asia & Pacific,Lower middle income,2002,8287.42
Northern Mariana Islands,East Asia & Pacific,High income,2002,
Mozambique,Sub-Saharan Africa,Low income,2002,1587.811
Mauritania,Sub-Saharan Africa,Lower middle income,2002,1349.456
Mauritius,Sub-Saharan Africa,Upper middle income,2002,2885.929
Malawi,Sub-Saharan Africa,Low income,2002,850.744
Malaysia,East Asia & Pacific,Upper middle income,2002,133742.824
Namibia,Sub-Saharan Africa,Upper middle income,2002,1760.16
New Caledonia,East Asia & Pacific,High income,2002,2405.552
Niger,Sub-Saharan Africa,Low income,2002,700.397
Nigeria,Sub-Saharan Africa,Lower middle income,2002,93677.182
Nicaragua,Latin America & Caribbean,Lower middle income,2002,4037.367
Netherlands,Europe & Central Asia,High income,2002,181663.18
Norway,Europe & Central Asia,High income,2002,38023.123
Nepal,South Asia,Low income,2002,2625.572
Nauru,East Asia & Pacific,Upper middle income,2002,77.007
New Zealand,East Asia & Pacific,High income,2002,33201.018
Oman,Middle East & North Africa,High income,2002,25470.982
Pakistan,South Asia,Lower middle income,2002,114084.037
Panama,Latin America & Caribbean,High income,2002,5870.867
Peru,Latin America & Caribbean,Upper middle income,2002,27187.138
Philippines,East Asia & Pacific,Lower middle income,2002,71337.818
Palau,East Asia & Pacific,High income,2002,249.356
Papua New Guinea,East Asia & Pacific,Lower middle income,2002,3487.317
Poland,Europe & Central Asia,High income,2002,294834.134
Puerto Rico,Latin America & Caribbean,High income,2002,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2002,69225.626
Portugal,Europe & Central Asia,High income,2002,66790.738
Paraguay,Latin America & Caribbean,Upper middle income,2002,3898.021
West Bank and Gaza,Middle East & North Africa,Lower middle income,2002,1155.105
French Polynesia,East Asia & Pacific,High income,2002,707.731
Qatar,Middle East & North Africa,High income,2002,40905.385
Romania,Europe & Central Asia,Upper middle income,2002,97237.839
Russian Federation,Europe & Central Asia,Upper middle income,2002,1557085.207
Rwanda,Sub-Saharan Africa,Low income,2002,531.715
Saudi Arabia,Middle East & North Africa,High income,2002,326407.004
Sudan,Sub-Saharan Africa,Lower middle income,2002,8118.738
Senegal,Sub-Saharan Africa,Lower middle income,2002,4510.41
Singapore,East Asia & Pacific,High income,2002,47230.96
Solomon Islands,East Asia & Pacific,Lower middle income,2002,157.681
Sierra Leone,Sub-Saharan Africa,Low income,2002,608.722
El Salvador,Latin America & Caribbean,Lower middle income,2002,6039.549
San Marino,Europe & Central Asia,High income,2002,
Somalia,Sub-Saharan Africa,Low income,2002,586.72
Serbia,Europe & Central Asia,Upper middle income,2002,
South Sudan,Sub-Saharan Africa,Low income,2002,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,2002,58.672
Suriname,Latin America & Caribbean,Upper middle income,2002,1565.809
Slovak Republic,Europe & Central Asia,High income,2002,39251.568
Slovenia,Europe & Central Asia,High income,2002,15419.735
Sweden,Europe & Central Asia,High income,2002,57425.22
Eswatini,Sub-Saharan Africa,Lower middle income,2002,1125.769
Sint Maarten (Dutch part),Latin America & Caribbean,High income,2002,
Seychelles,Sub-Saharan Africa,High income,2002,539.049
Syrian Arab Republic,Middle East & North Africa,Low income,2002,39064.551
Turks and Caicos Islands,Latin America & Caribbean,High income,2002,99.009
Chad,Sub-Saharan Africa,Low income,2002,168.682
Togo,Sub-Saharan Africa,Low income,2002,1232.112
Thailand,East Asia & Pacific,Upper middle income,2002,208322.27
Tajikistan,Europe & Central Asia,Low income,2002,1881.171
Turkmenistan,Europe & Central Asia,Upper middle income,2002,39966.633
Timor-Leste,East Asia & Pacific,Lower middle income,2002,161.348
Tonga,East Asia & Pacific,Upper middle income,2002,102.676
Trinidad and Tobago,Latin America & Caribbean,High income,2002,28620.935
Tunisia,Middle East & North Africa,Lower middle income,2002,20861.563
Turkey,Europe & Central Asia,Upper middle income,2002,205685.697
Tuvalu,East Asia & Pacific,Upper middle income,2002,11.001
Tanzania,Sub-Saharan Africa,Low income,2002,3589.993
Uganda,Sub-Saharan Africa,Low income,2002,1558.475
Ukraine,Europe & Central Asia,Lower middle income,2002,318687.969
Uruguay,Latin America & Caribbean,High income,2002,4620.42
United States,North America,High income,2002,5641309.133
Uzbekistan,Europe & Central Asia,Lower middle income,2002,128348.667
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2002,187.017
"Venezuela, RB",Latin America & Caribbean,Upper middle income,2002,193316.906
British Virgin Islands,Latin America & Caribbean,High income,2002,113.677
Virgin Islands (U.S.),Latin America & Caribbean,High income,2002,
Vietnam,East Asia & Pacific,Lower middle income,2002,70806.103
Vanuatu,East Asia & Pacific,Lower middle income,2002,84.341
Samoa,East Asia & Pacific,Upper middle income,2002,146.68
Kosovo,Europe & Central Asia,Upper middle income,2002,
"Yemen, Rep.",Middle East & North Africa,Low income,2002,15764.433
South Africa,Sub-Saharan Africa,Upper middle income,2002,356637.752
Zambia,Sub-Saharan Africa,Lower middle income,2002,1983.847
Zimbabwe,Sub-Saharan Africa,Lower middle income,2002,11965.421
Aruba,Latin America & Caribbean,High income,2003,2563.233
Afghanistan,South Asia,Low income,2003,1195.442
Angola,Sub-Saharan Africa,Lower middle income,2003,9064.824
Albania,Europe & Central Asia,Upper middle income,2003,4294.057
Andorra,Europe & Central Asia,High income,2003,535.382
United Arab Emirates,Middle East & North Africa,High income,2003,106841.712
Argentina,Latin America & Caribbean,Upper middle income,2003,135062.944
Armenia,Europe & Central Asia,Upper middle income,2003,3428.645
American Samoa,East Asia & Pacific,Upper middle income,2003,
Antigua and Barbuda,Latin America & Caribbean,High income,2003,403.37
Australia,East Asia & Pacific,High income,2003,336271.234
Austria,Europe & Central Asia,High income,2003,72195.896
Azerbaijan,Europe & Central Asia,Upper middle income,2003,30615.783
Burundi,Sub-Saharan Africa,Low income,2003,161.348
Belgium,Europe & Central Asia,High income,2003,112914.264
Benin,Sub-Saharan Africa,Low income,2003,2354.214
Burkina Faso,Sub-Saharan Africa,Low income,2003,1078.098
Bangladesh,South Asia,Lower middle income,2003,35672.576
Bulgaria,Europe & Central Asia,Upper middle income,2003,47307.967
Bahrain,Middle East & North Africa,High income,2003,16468.497
"Bahamas, The",Latin America & Caribbean,High income,2003,1518.138
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2003,14488.317
Belarus,Europe & Central Asia,Upper middle income,2003,53530.866
Belize,Latin America & Caribbean,Upper middle income,2003,432.706
Bermuda,North America,High income,2003,561.051
Bolivia,Latin America & Caribbean,Lower middle income,2003,11092.675
Brazil,Latin America & Caribbean,Upper middle income,2003,321621.569
Barbados,Latin America & Caribbean,High income,2003,1268.782
Brunei Darussalam,East Asia & Pacific,High income,2003,4591.084
Bhutan,South Asia,Lower middle income,2003,377.701
Botswana,Sub-Saharan Africa,Upper middle income,2003,3828.348
Central African Republic,Sub-Saharan Africa,Low income,2003,234.688
Canada,North America,High income,2003,553100.944
Switzerland,Europe & Central Asia,High income,2003,40175.652
Channel Islands,Europe & Central Asia,High income,2003,
Chile,Latin America & Caribbean,High income,2003,55602.721
China,East Asia & Pacific,Upper middle income,2003,4540417.061
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2003,5460.163
Cameroon,Sub-Saharan Africa,Lower middle income,2003,3795.345
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2003,986.423
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2003,916.75
Colombia,Latin America & Caribbean,Upper middle income,2003,57421.553
Comoros,Sub-Saharan Africa,Lower middle income,2003,132.012
Cabo Verde,Sub-Saharan Africa,Lower middle income,2003,308.028
Costa Rica,Latin America & Caribbean,Upper middle income,2003,6626.269
Cuba,Latin America & Caribbean,Upper middle income,2003,25485.65
Curaçao,Latin America & Caribbean,High income,2003,
Cayman Islands,Latin America & Caribbean,High income,2003,495.045
Cyprus,Europe & Central Asia,High income,2003,7748.371
Czech Republic,Europe & Central Asia,High income,2003,122059.762
Germany,Europe & Central Asia,High income,2003,822812.461
Djibouti,Middle East & North Africa,Lower middle income,2003,421.705
Dominica,Latin America & Caribbean,Upper middle income,2003,117.344
Denmark,Europe & Central Asia,High income,2003,55998.757
Dominican Republic,Latin America & Caribbean,Upper middle income,2003,21514.289
Algeria,Middle East & North Africa,Upper middle income,2003,91575.991
Ecuador,Latin America & Caribbean,Upper middle income,2003,26967.118
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2003,147963.45
Eritrea,Sub-Saharan Africa,Low income,2003,726.066
Spain,Europe & Central Asia,High income,2003,321097.188
Estonia,Europe & Central Asia,High income,2003,17124.89
Ethiopia,Sub-Saharan Africa,Low income,2003,4987.12
Finland,Europe & Central Asia,High income,2003,69130.284
Fiji,East Asia & Pacific,Upper middle income,2003,1048.762
France,Europe & Central Asia,High income,2003,380689.605
Faroe Islands,Europe & Central Asia,High income,2003,733.4
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2003,143.013
Gabon,Sub-Saharan Africa,Upper middle income,2003,4642.422
United Kingdom,Europe & Central Asia,High income,2003,540006.087
Georgia,Europe & Central Asia,Upper middle income,2003,3773.343
Ghana,Sub-Saharan Africa,Lower middle income,2003,7631.027
Gibraltar,Europe & Central Asia,High income,2003,355.699
Guinea,Sub-Saharan Africa,Low income,2003,1881.171
"Gambia, The",Sub-Saharan Africa,Low income,2003,289.693
Guinea-Bissau,Sub-Saharan Africa,Low income,2003,194.351
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2003,6017.547
Greece,Europe & Central Asia,High income,2003,95738.036
Grenada,Latin America & Caribbean,Upper middle income,2003,216.353
Greenland,Europe & Central Asia,High income,2003,531.715
Guatemala,Latin America & Caribbean,Upper middle income,2003,10828.651
Guam,East Asia & Pacific,High income,2003,
Guyana,Latin America & Caribbean,Upper middle income,2003,1565.809
"Hong Kong SAR, China",East Asia & Pacific,High income,2003,43358.608
Honduras,Latin America & Caribbean,Lower middle income,2003,6769.282
Croatia,Europe & Central Asia,High income,2003,22984.756
Haiti,Latin America & Caribbean,Low income,2003,1734.491
Hungary,Europe & Central Asia,High income,2003,59053.368
Indonesia,East Asia & Pacific,Lower middle income,2003,316792.13
Isle of Man,Europe & Central Asia,High income,2003,
India,South Asia,Lower middle income,2003,1099597.621
Ireland,Europe & Central Asia,High income,2003,42687.547
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2003,418437.703
Iraq,Middle East & North Africa,Upper middle income,2003,91117.616
Iceland,Europe & Central Asia,High income,2003,2167.197
Israel,Middle East & North Africa,High income,2003,62889.05
Italy,Europe & Central Asia,High income,2003,468349.24
Jamaica,Latin America & Caribbean,Upper middle income,2003,10667.303
Jordan,Middle East & North Africa,Upper middle income,2003,17469.588
Japan,East Asia & Pacific,High income,2003,1242093.574
Kazakhstan,Europe & Central Asia,Upper middle income,2003,142209.927
Kenya,Sub-Saharan Africa,Lower middle income,2003,6754.614
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2003,5438.161
Cambodia,East Asia & Pacific,Lower middle income,2003,2379.883
Kiribati,East Asia & Pacific,Lower middle income,2003,40.337
St. Kitts and Nevis,Latin America & Caribbean,High income,2003,198.018
"Korea, Rep.",East Asia & Pacific,High income,2003,466215.046
Kuwait,Middle East & North Africa,High income,2003,59922.447
Lao PDR,East Asia & Pacific,Lower middle income,2003,1100.1
Lebanon,Middle East & North Africa,Upper middle income,2003,18180.986
Liberia,Sub-Saharan Africa,Low income,2003,520.714
Libya,Middle East & North Africa,Upper middle income,2003,49167.136
St. Lucia,Latin America & Caribbean,Upper middle income,2003,359.366
Liechtenstein,Europe & Central Asia,High income,2003,
Sri Lanka,South Asia,Upper middle income,2003,11078.007
Lesotho,Sub-Saharan Africa,Lower middle income,2003,1932.509
Lithuania,Europe & Central Asia,High income,2003,12823.499
Luxembourg,Europe & Central Asia,High income,2003,9904.567
Latvia,Europe & Central Asia,High income,2003,7370.67
"Macao SAR, China",East Asia & Pacific,High income,2003,1532.806
St. Martin (French part),Latin America & Caribbean,High income,2003,
Morocco,Middle East & North Africa,Lower middle income,2003,37561.081
Monaco,Europe & Central Asia,High income,2003,
Moldova,Europe & Central Asia,Lower middle income,2003,4290.39
Madagascar,Sub-Saharan Africa,Low income,2003,1701.488
Maldives,South Asia,Upper middle income,2003,506.046
Mexico,Latin America & Caribbean,Upper middle income,2003,440208.682
Marshall Islands,East Asia & Pacific,Upper middle income,2003,84.341
North Macedonia,Europe & Central Asia,Upper middle income,2003,11309.028
Mali,Sub-Saharan Africa,Low income,2003,843.41
Malta,Middle East & North Africa,High income,2003,2581.568
Myanmar,East Asia & Pacific,Lower middle income,2003,9845.895
Montenegro,Europe & Central Asia,Upper middle income,2003,
Mongolia,East Asia & Pacific,Lower middle income,2003,8034.397
Northern Mariana Islands,East Asia & Pacific,High income,2003,
Mozambique,Sub-Saharan Africa,Low income,2003,1917.841
Mauritania,Sub-Saharan Africa,Lower middle income,2003,1389.793
Mauritius,Sub-Saharan Africa,Upper middle income,2003,3061.945
Malawi,Sub-Saharan Africa,Low income,2003,916.75
Malaysia,East Asia & Pacific,Upper middle income,2003,158256.719
Namibia,Sub-Saharan Africa,Upper middle income,2003,1873.837
New Caledonia,East Asia & Pacific,High income,2003,2739.249
Niger,Sub-Saharan Africa,Low income,2003,759.069
Nigeria,Sub-Saharan Africa,Lower middle income,2003,101616.237
Nicaragua,Latin America & Caribbean,Lower middle income,2003,4411.401
Netherlands,Europe & Central Asia,High income,2003,182205.896
Norway,Europe & Central Asia,High income,2003,45221.444
Nepal,South Asia,Low income,2003,2841.925
Nauru,East Asia & Pacific,Upper middle income,2003,66.006
New Zealand,East Asia & Pacific,High income,2003,34081.098
Oman,Middle East & North Africa,High income,2003,32390.611
Pakistan,South Asia,Lower middle income,2003,118895.141
Panama,Latin America & Caribbean,High income,2003,6153.226
Peru,Latin America & Caribbean,Upper middle income,2003,26380.398
Philippines,East Asia & Pacific,Lower middle income,2003,71425.826
Palau,East Asia & Pacific,High income,2003,253.023
Papua New Guinea,East Asia & Pacific,Lower middle income,2003,3945.692
Poland,Europe & Central Asia,High income,2003,302252.475
Puerto Rico,Latin America & Caribbean,High income,2003,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2003,70751.098
Portugal,Europe & Central Asia,High income,2003,61216.898
Paraguay,Latin America & Caribbean,Upper middle income,2003,4070.37
West Bank and Gaza,Middle East & North Africa,Lower middle income,2003,1279.783
French Polynesia,East Asia & Pacific,High income,2003,770.07
Qatar,Middle East & North Africa,High income,2003,41521.441
Romania,Europe & Central Asia,Upper middle income,2003,101062.52
Russian Federation,Europe & Central Asia,Upper middle income,2003,1604242.827
Rwanda,Sub-Saharan Africa,Low income,2003,520.714
Saudi Arabia,Middle East & North Africa,High income,2003,327272.416
Sudan,Sub-Saharan Africa,Lower middle income,2003,9072.158
Senegal,Sub-Saharan Africa,Lower middle income,2003,4976.119
Singapore,East Asia & Pacific,High income,2003,31132.83
Solomon Islands,East Asia & Pacific,Lower middle income,2003,161.348
Sierra Leone,Sub-Saharan Africa,Low income,2003,652.726
El Salvador,Latin America & Caribbean,Lower middle income,2003,6552.929
San Marino,Europe & Central Asia,High income,2003,
Somalia,Sub-Saharan Africa,Low income,2003,594.054
Serbia,Europe & Central Asia,Upper middle income,2003,
South Sudan,Sub-Saharan Africa,Low income,2003,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,2003,66.006
Suriname,Latin America & Caribbean,Upper middle income,2003,1543.807
Slovak Republic,Europe & Central Asia,High income,2003,39493.59
Slovenia,Europe & Central Asia,High income,2003,15511.41
Sweden,Europe & Central Asia,High income,2003,54781.313
Eswatini,Sub-Saharan Africa,Lower middle income,2003,1041.428
Sint Maarten (Dutch part),Latin America & Caribbean,High income,2003,
Seychelles,Sub-Saharan Africa,High income,2003,550.05
Syrian Arab Republic,Middle East & North Africa,Low income,2003,54275.267
Turks and Caicos Islands,Latin America & Caribbean,High income,2003,102.676
Chad,Sub-Saharan Africa,Low income,2003,381.368
Togo,Sub-Saharan Africa,Low income,2003,1463.133
Thailand,East Asia & Pacific,Upper middle income,2003,224574.414
Tajikistan,Europe & Central Asia,Low income,2003,2075.522
Turkmenistan,Europe & Central Asia,Upper middle income,2003,44601.721
Timor-Leste,East Asia & Pacific,Lower middle income,2003,161.348
Tonga,East Asia & Pacific,Upper middle income,2003,117.344
Trinidad and Tobago,Latin America & Caribbean,High income,2003,31987.241
Tunisia,Middle East & North Africa,Lower middle income,2003,21246.598
Turkey,Europe & Central Asia,Upper middle income,2003,218523.864
Tuvalu,East Asia & Pacific,Upper middle income,2003,11.001
Tanzania,Sub-Saharan Africa,Low income,2003,3806.346
Uganda,Sub-Saharan Africa,Low income,2003,1598.812
Ukraine,Europe & Central Asia,Lower middle income,2003,352431.703
Uruguay,Latin America & Caribbean,High income,2003,4598.418
United States,North America,High income,2003,5675701.926
Uzbekistan,Europe & Central Asia,Lower middle income,2003,127142.224
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2003,198.018
"Venezuela, RB",Latin America & Caribbean,Upper middle income,2003,192103.129
British Virgin Islands,Latin America & Caribbean,High income,2003,121.011
Virgin Islands (U.S.),Latin America & Caribbean,High income,2003,
Vietnam,East Asia & Pacific,Lower middle income,2003,78767.16
Vanuatu,East Asia & Pacific,Lower middle income,2003,84.341
Samoa,East Asia & Pacific,Upper middle income,2003,154.014
Kosovo,Europe & Central Asia,Upper middle income,2003,
"Yemen, Rep.",Middle East & North Africa,Low income,2003,17304.573
South Africa,Sub-Saharan Africa,Upper middle income,2003,404459.099
Zambia,Sub-Saharan Africa,Lower middle income,2003,2112.192
Zimbabwe,Sub-Saharan Africa,Lower middle income,2003,10656.302
Aruba,Latin America & Caribbean,High income,2004,2618.238
Afghanistan,South Asia,Low income,2004,949.753
Angola,Sub-Saharan Africa,Lower middle income,2004,18793.375
Albania,Europe & Central Asia,Upper middle income,2004,4165.712
Andorra,Europe & Central Asia,High income,2004,561.051
United Arab Emirates,Middle East & North Africa,High income,2004,113240.627
Argentina,Latin America & Caribbean,Upper middle income,2004,157589.325
Armenia,Europe & Central Asia,Upper middle income,2004,3644.998
American Samoa,East Asia & Pacific,Upper middle income,2004,
Antigua and Barbuda,Latin America & Caribbean,High income,2004,421.705
Australia,East Asia & Pacific,High income,2004,342699.485
Austria,Europe & Central Asia,High income,2004,72390.247
Azerbaijan,Europe & Central Asia,Upper middle income,2004,32089.917
Burundi,Sub-Saharan Africa,Low income,2004,198.018
Belgium,Europe & Central Asia,High income,2004,111102.766
Benin,Sub-Saharan Africa,Low income,2004,2508.228
Burkina Faso,Sub-Saharan Africa,Low income,2004,1103.767
Bangladesh,South Asia,Lower middle income,2004,37704.094
Bulgaria,Europe & Central Asia,Upper middle income,2004,46801.921
Bahrain,Middle East & North Africa,High income,2004,17509.925
"Bahamas, The",Latin America & Caribbean,High income,2004,1723.49
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2004,15610.419
Belarus,Europe & Central Asia,Upper middle income,2004,58158.62
Belize,Latin America & Caribbean,Upper middle income,2004,392.369
Bermuda,North America,High income,2004,583.053
Bolivia,Latin America & Caribbean,Lower middle income,2004,11114.677
Brazil,Latin America & Caribbean,Upper middle income,2004,337826.042
Barbados,Latin America & Caribbean,High income,2004,1294.451
Brunei Darussalam,East Asia & Pacific,High income,2004,4998.121
